region,city,revenue,orders,quantity
MG,volta grande,308.38,4,4
SP,ouro verde,307.97,3,3
ES,conceicao da barra,306.87,3,3
GO,mundo novo,306.0,2,2
RS,sao martinho,305.99,1,1
PE,lagoa do ouro,305.9,2,2
RS,imigrante,305.9,3,3
MA,estreito,305.89,3,3
SC,saudades,305.84,4,7
SC,urubici,305.69,3,4
MG,maria da fe,305.55,3,3
RN,ceara-mirim,305.46,2,2
SP,inubia paulista,304.98,3,3
PA,brasil novo,304.9,3,3
PA,bonito,304.9,2,2
SC,anchieta,302.7,3,3
MT,claudia,302.68,4,6
SP,oscar bressane,301.8,3,3
PA,viseu,301.0,1,1
MA,centro novo do maranhao,299.99,1,1
PE,pocao,299.99,1,1
MT,ribeiraozinho,299.98,2,2
RN,almino afonso,299.9,1,1
SC,sideropolis,299.7,4,4
MG,florestal,299.5,3,3
BA,ibicoara,299.2,3,3
PR,porto rico,299.0,1,1
MG,pains,298.33,3,6
MT,sao jose do rio claro,298.0,2,2
MG,senador cortes,298.0,1,2
MG,coluna,297.88,3,3
RS,pantano grande,297.79,3,3
SC,tres barras,297.34,5,5
PI,gilbues,296.0,1,1
PE,camutanga,295.8,3,3
PR,curiuva,295.7,4,4
PB,bananeiras,295.24,5,6
PR,colonia vitoria,294.91,5,6
PE,oroco,294.9,3,3
PE,ibimirim,294.79,3,3
PR,angulo,294.7,3,4
MG,carneirinho,294.5,3,3
SC,irani,294.39,4,4
MG,verissimo,294.12,3,3
SP,barra do turvo,293.9,3,4
BA,santa ines,293.9,3,3
PR,tibagi,293.77,4,4
RS,planalto,292.99,3,3
MT,novo sao joaquim,292.6,3,3
SP,cruzalia,292.4,3,4
GO,americano do brasil,291.49,3,3
PE,itapissuma,290.8,3,3
SC,aguas frias,290.0,1,1
SP,guariroba,289.99,2,2
SC,agua doce,289.98,1,2
PR,diamante d'oeste,289.9,1,1
RS,vila flores,289.89,3,3
CE,maranguape,289.87,3,3
SP,iepe,289.58,5,6
MA,cajari,289.0,1,1
BA,taboquinhas,289.0,1,1
RN,sao jose do campestre,289.0,1,1
MG,laranjal,289.0,1,1
SE,pirambu,289.0,1,1
BA,wanderley,288.98,2,2
AC,xapuri,288.93,2,2
SP,rechan,288.8,2,2
MG,ubaporanga,288.78,3,4
SP,canitar,287.25,2,2
BA,santa teresinha,287.0,2,2
MG,sao pedro da uniao,286.89,3,3
RS,tupandi,285.99,3,3
CE,pereiro,285.89,3,3
AM,humaita,285.85,4,4
PR,congonhinhas,285.7,2,2
PB,santa luzia,285.3,5,5
RS,arroio do tigre,285.0,2,2
RO,sao francisco do guapore,284.9,2,2
RJ,monnerat,284.84,2,2
PB,coremas,284.69,3,3
MG,riacho dos machados,284.0,3,3
ES,jeronimo monteiro,284.0,2,2
SP,motuca,283.9,3,3
PR,urai,283.9,3,3
GO,leopoldo de bulhoes,283.02,1,1
MG,porteirinha,282.69,5,5
SC,balneario gaivota,282.3,3,3
MG,antonio prado de minas,282.0,3,3
MG,abre campo,281.68,5,5
SC,ipumirim,281.41,5,5
MG,aiuruoca,281.09,4,4
PE,itapetim,280.8,2,3
SP,santo expedito,280.0,1,1
SC,nossa senhora de caravaggio,280.0,2,2
TO,novo alegre,279.99,1,1
MA,porto franco,279.99,2,2
BA,coracao de maria,279.9,1,1
MG,sao joao do oriente,279.9,2,2
SP,americo de campos,279.9,1,1
BA,bom jesus da serra,279.89,2,2
BA,pilao arcado,279.87,4,4
RS,formigueiro,279.8,2,2
PR,renascenca,279.6,4,4
MG,medeiros,279.49,2,2
MS,paranhos,279.0,1,1
RO,candeias do jamari,279.0,1,1
ES,vargem alta,278.89,5,5
RS,ibiaca,278.89,2,2
SC,sao jose do cerrito,278.89,3,3
SC,ouro,278.79,1,2
MG,campanario,278.7,2,2
MG,cassia,278.29,6,6
PB,ibiara,278.0,1,1
MG,sao sebastiao do rio verde,278.0,1,2
BA,ibiraja,277.95,2,2
GO,doverlandia,277.92,2,2
RS,gaurama,277.88,3,4
BA,araci,277.87,3,4
BA,sao francisco do conde,276.8,3,3
MG,ribeirao vermelho,275.7,2,3
MG,itapeva,275.7,5,5
SP,aguas de sao pedro,274.99,2,2
PR,serranopolis do iguacu,274.89,2,2
BA,santaluz,274.89,3,3
PR,ivate,273.98,3,3
GO,pirenopolis,273.87,4,4
MS,miranda,273.8,4,4
SP,vista alegre do alto,272.99,3,3
MS,itaquirai,272.9,2,2
BA,barra do tarrachil,272.9,3,3
BA,itiuba,272.89,4,4
SP,pardinho,272.8,1,2
PR,perola,272.74,2,2
SC,chapadao do lageado,272.7,1,3
MG,dom vicoso,272.3,2,2
RS,palmitinho,271.69,5,5
SP,santo antonio do jardim,271.02,5,6
MA,magalhaes de almeida,270.9,1,1
TO,cariri do tocantins,270.89,2,3
MG,vargem grande do rio pardo,270.0,1,2
MG,santana da vargem,269.95,4,4
PR,itambe,269.9,1,1
BA,angical,269.9,1,1
PB,alagoinha,269.9,2,2
PB,livramento,269.9,1,1
CE,ipaumirim,269.9,1,1
PR,itambaraca,269.8,2,3
MG,papagaios,269.67,4,5
BA,itamari,268.98,3,3
PB,frei martinho,268.9,2,2
PI,buriti dos lopes,268.9,2,2
CE,araripe,268.6,2,2
RS,monte alverne,268.0,1,1
PE,vicencia,268.0,2,2
SC,jabora,267.9,2,2
PE,pedra,267.68,3,3
MG,inimutaba,266.7,2,3
SP,arealva,266.68,4,5
ES,alto rio novo,266.5,2,2
PR,janiopolis,265.97,3,4
MG,setubinha,265.89,3,4
MG,cabeceira grande,265.89,3,3
GO,maurilandia,265.63,4,4
MG,itapagipe,265.49,5,5
MG,recreio,264.98,3,3
MG,romaria,264.9,2,2
RN,sao vicente,264.89,2,2
SC,sangao,264.79,3,3
PB,mari,264.55,3,3
SC,atalanta,263.99,1,1
PE,santa cruz,263.9,2,2
PB,itaporanga,263.8,2,2
PR,saudade do iguacu,263.79,4,4
PR,sao joao do triunfo,263.72,3,3
SC,sao pedro de alcantara,263.0,2,2
PR,rondon,262.98,2,3
CE,abaiara,262.9,2,2
PR,indianopolis,262.79,4,4
MT,vera,262.79,3,4
RS,arvorezinha,262.5,4,4
RS,nova alvorada,261.8,3,4
SC,jacinto machado,260.49,4,4
RS,capao do cipo,260.0,3,5
MG,novo oriente de minas,259.99,1,1
SP,trabiju,259.99,1,1
MT,feliz natal,259.99,1,1
AL,uniao dos palmares,259.99,1,1
MG,goiabeira,259.98,2,2
MA,paraibano,259.91,3,4
PE,santa terezinha,259.9,1,1
PR,salto do itarare,259.9,1,1
ES,mucurici,259.8,1,2
PR,borrazopolis,259.59,2,3
RS,nova esperanca do sul,259.4,2,6
PR,altamira do parana,259.1,2,2
MG,cocais,259.0,1,1
BA,rio do antonio,259.0,2,3
PB,soledade,258.9,3,3
MT,alto garcas,258.8,2,2
RS,dona francisca,258.7,2,2
PB,princesa isabel,258.0,1,2
PI,jose de freitas,257.9,3,3
BA,mucuge,256.99,1,1
MS,bataypora,256.89,2,2
SC,major vieira,256.89,3,3
SC,anita garibaldi,256.78,5,5
PR,santo antonio do caiua,256.3,1,2
SP,bernardino de campos,256.09,4,4
RS,minas do leao,256.0,1,1
MS,jardim,256.0,3,3
BA,nova soure,255.52,3,3
MG,icarai de minas,254.9,2,2
PR,nova fatima,254.89,4,4
SC,nova erechim,254.79,3,3
RS,restinga seca,254.69,3,3
AL,olho d'agua das flores,254.48,3,3
CE,miraima,254.0,2,2
RO,urupa,253.57,3,3
MG,igaratinga,253.52,1,1
MG,alterosa,252.3,3,3
AL,jequia da praia,251.91,2,2
BA,buritirama,251.9,2,2
PR,quatigua,251.7,5,5
MG,campo do meio,251.69,4,4
TO,formoso do araguaia,251.28,4,4
MG,pouso alto,251.0,3,3
RJ,engenheiro passos,250.89,2,2
SE,caninde de sao francisco,250.8,2,2
BA,humildes,249.99,1,1
MA,presidente juscelino,249.99,1,1
SC,armazem,249.9,2,2
MG,divinesia,249.9,1,1
AL,santana do ipanema,249.9,1,1
CE,cedro,249.9,1,1
PE,cortes,249.89,2,2
MA,campestre do maranhao,249.89,2,2
RS,glorinha,249.8,2,2
SP,potim,249.8,2,2
BA,itaguacu da bahia,249.7,1,1
SE,brejo grande,249.0,1,1
SC,riqueza,248.9,3,3
PB,sume,248.89,3,3
SP,sarapui,248.88,2,2
PA,vigia,248.79,3,3
MG,santa helena de minas,248.34,2,3
PE,buenos aires,247.9,2,2
MG,pirauba,247.77,3,3
SP,ipigua,247.24,2,2
MG,luisburgo,246.98,2,3
BA,sapeacu,246.79,2,3
CE,potengi,245.89,2,2
MT,nova monte verde,245.79,3,4
MG,vargem alegre,244.99,2,2
PA,itaituba,243.88,3,4
MS,ivinhema,243.69,3,4
PR,inacio martins,242.99,5,5
ES,irupi,242.99,2,2
PA,moju,242.88,4,4
RS,ametista do sul,242.8,2,2
MA,santa luzia,242.7,2,2
RJ,anta,241.88,3,3
PA,porto trombetas,241.8,2,2
SP,ocaucu,241.6,5,5
MG,carmesia,241.1,1,1
MG,santana dos montes,241.0,2,3
RO,buritis,240.98,2,2
RJ,sao jose do turvo,240.7,3,3
MG,carvalhopolis,240.33,3,3
RN,galinhos,240.0,1,1
RS,osvaldo kroeff,239.99,1,1
MG,araponga,239.9,2,2
MG,santo antonio do grama,239.9,2,2
PB,junco do serido,239.89,2,2
CE,pentecoste,239.8,2,2
MA,candido mendes,239.8,1,2
SP,manduri,239.62,3,3
AL,sao luis do quitunde,239.3,2,2
BA,pau brasil,239.2,1,2
SC,paulo lopes,238.99,2,2
ES,muniz freire,238.9,2,2
ES,presidente kennedy,238.65,2,2
SC,maracana,238.0,2,5
SP,campina do monte alegre,237.9,2,2
GO,nazario,237.89,2,2
RN,serra de sao bento,236.9,2,2
GO,paranaiguara,236.89,3,3
SP,rosana,236.6,4,4
PI,piracuruca,235.9,2,2
BA,caraibas,235.9,1,1
MG,jampruca,235.9,1,1
MG,caiana,235.9,3,3
TO,pedro afonso,235.89,3,3
SE,neopolis,235.0,1,1
RS,muliterno,235.0,1,1
PE,buique,235.0,1,1
PE,joaquim nabuco,234.87,4,4
MT,porto esperidiao,234.8,2,2
BA,presidente tancredo neves,234.68,4,4
PR,sao tome,234.07,2,2
MG,pimenta,233.99,2,2
GO,alto horizonte,233.91,2,3
MG,chaveslandia,233.79,2,2
MG,delfinopolis,233.59,3,5
RS,parai,233.4,3,3
PR,cafeara,233.0,2,3
MG,luizlandia do oeste,232.99,2,2
RS,ibiraiaras,232.98,2,2
MG,cantagalo,232.95,2,2
CE,novo oriente,231.98,3,3
PE,moreilandia,230.9,2,2
PE,flores,230.7,1,3
SP,mendonca,230.37,4,4
BA,itape,230.0,1,1
PE,quipapa,230.0,1,1
AL,canapi,230.0,1,1
BA,itanhem,230.0,1,1
MG,mamonas,230.0,1,1
TO,silvanopolis,229.99,1,1
RS,boa vista do burica,229.99,1,1
RN,barauna,229.99,1,1
RN,sao paulo do potengi,229.9,2,2
RJ,portela,229.9,1,1
RN,japi,229.9,1,1
RN,tenente ananias,229.9,1,1
MG,itamogi,229.9,2,2
CE,iracema,229.9,2,2
MG,bonfim,229.84,4,4
SP,espirito santo do turvo,229.7,2,3
SP,sete barras,229.69,4,5
RS,ciriaco,229.0,1,1
AL,piacabucu,228.9,2,2
PE,sao jose do belmonte,228.9,2,2
PA,benevides,228.89,2,2
PA,sao joao de pirabas,228.89,2,2
MG,santana do manhuacu,228.89,3,3
MG,alpercata,228.8,2,2
SE,tomar do geru,228.79,2,2
BA,quijingue,228.09,2,2
RS,boqueirao do leao,227.9,2,2
SC,ibicare,227.4,2,2
SP,estrela d'oeste,227.07,1,1
PA,sao domingos do araguaia,227.0,1,1
SP,santa mercedes,226.99,2,3
MT,sao jose dos quatro marcos,226.99,2,2
BA,olindina,226.79,3,3
BA,rio de contas,226.7,3,3
SP,aparecida de sao manuel,226.3,2,2
BA,sao felix do coribe,226.0,1,2
SP,luiziania,225.49,3,3
MS,corguinho,225.41,2,2
ES,rio bananal,225.26,4,5
MG,santo antonio do itambe,225.06,3,3
MG,resende costa,224.79,3,3
PB,pocinhos,223.8,3,4
PE,mirandiba,221.89,3,3
MT,vila rica,221.82,3,4
SE,nossa senhora da gloria,221.45,2,2
MG,santa cruz de salinas,220.9,2,2
SC,grao para,220.8,3,3
MT,uniao do sul,220.7,1,1
PA,placas,220.29,2,2
TO,pequizeiro,219.99,1,1
AL,sao jose da laje,219.9,2,2
CE,mombaca,219.9,1,1
MS,agua clara,219.89,2,2
MG,coronel murta,219.8,1,2
MG,merces,219.76,4,4
AL,boca da mata,219.73,2,2
CE,uruoca,219.7,2,3
MG,divinolandia de minas,219.59,5,5
PE,triunfo,219.0,2,2
RJ,laje do muriae,219.0,1,1
PB,puxinana,219.0,1,1
PE,sao jose da coroa grande,218.9,2,2
MG,varzelandia,218.89,3,3
SP,rubiacea,218.8,2,2
BA,lencois,218.0,1,2
BA,quixabeira,216.94,3,5
SP,gastao vidigal,216.88,3,3
RS,condor,216.8,4,5
MG,sericita,216.32,2,2
SP,mineiros do tiete,216.15,3,3
SC,antonio carlos,215.8,2,2
PE,rio formoso,215.6,2,2
PE,joao alfredo,215.49,3,3
RJ,santo eduardo,215.0,2,2
RS,progresso,215.0,1,1
MT,tabapora,214.9,2,2
CE,carnaubal,214.89,2,2
PR,lunardelli,214.89,2,2
AL,maravilha,214.8,2,2
AL,batalha,214.79,3,3
BA,crisopolis,214.6,4,4
PR,guamiranga,214.0,1,1
PR,mercedes,213.9,2,3
MG,rubim,213.89,3,3
SP,queluz,213.74,2,2
MG,monte alegre de minas,213.68,4,5
MG,alto rio doce,213.42,4,4
SP,ilha comprida,212.98,3,3
SC,irineopolis,212.82,4,4
RS,rodeio bonito,212.8,2,3
SC,timbe do sul,212.79,3,3
SE,telha,212.4,1,1
MG,alto jequitiba,211.89,3,3
PR,doutor camargo,211.05,1,1
MG,alvarenga,211.0,2,2
PI,barras,210.88,3,3
SC,meleiro,210.8,3,3
RS,vale real,210.53,3,3
SP,guapiara,210.29,3,3
MG,cristiano otoni,210.2,2,2
RS,santo expedito do sul,209.99,1,1
SE,tobias barreto,209.99,2,2
RS,gramado dos loureiros,209.99,1,1
PE,terra nova,209.99,1,1
RS,acegua,209.9,2,2
SP,coroados,209.9,2,2
RS,morro redondo,209.9,1,1
PR,lupionopolis,209.75,2,2
SP,ribeira,209.28,3,3
MG,imbe de minas,209.0,2,2
PR,santo antonio do sudoeste,208.95,3,3
SC,passos maia,208.9,2,2
MG,leandro ferreira,208.9,2,2
RS,manoel viana,208.79,3,3
MG,cristais,208.7,3,4
SP,santa ernestina,208.16,2,2
PR,nova laranjeiras,208.1,1,1
AL,igreja nova,208.0,2,2
CE,milha,207.9,2,3
SP,sao jose do barreiro,207.59,3,3
SP,cabralia paulista,207.29,4,4
MG,descoberto,206.98,3,3
BA,riachao das neves,206.89,2,2
MG,sao sebastiao do maranhao,206.79,3,3
SP,santo antonio da alegria,206.79,3,3
MG,frei lagonegro,206.74,1,2
BA,nova vicosa,205.99,1,1
MA,sao vicente ferrer,205.9,1,1
BA,itapitanga,205.7,3,3
PB,agua branca,204.99,2,2
CE,catarina,204.98,3,3
MT,carlinda,204.9,2,2
PE,tacaratu,204.89,2,2
SC,agronomica,204.87,2,2
MG,prados,204.79,3,3
MG,jequitai,204.18,2,2
PE,riacho das almas,203.9,2,2
MG,sao jose do goiabal,202.9,2,2
PE,bodoco,202.8,2,2
RS,colorado,202.7,3,3
PR,boa vista da aparecida,202.47,4,4
SP,flora rica,200.0,1,1
MA,guimaraes,199.99,1,1
SP,pinheiros,199.99,1,1
PE,sao vicente ferrer,199.98,2,2
PB,uirauna,199.9,1,2
GO,cumari,199.9,2,2
PR,nova cantu,199.9,2,2
PR,bom jesus do sul,199.9,1,1
CE,dourado,199.9,1,1
MG,bom jesus do amparo,199.89,1,1
RS,herval,199.89,2,2
RO,colorado do oeste,199.88,3,3
MG,guaraciaba,199.8,2,2
SP,mirante do paranapanema,199.7,3,3
MG,macuco de minas,199.0,1,1
RS,fontoura xavier,199.0,1,1
MG,capitao andrade,199.0,1,1
PE,calcado,199.0,1,1
MG,andrequice,199.0,1,1
MG,morro da garca,199.0,1,1
GO,palminopolis,199.0,1,1
SP,galia,199.0,1,1
RN,lagoa de velhos,199.0,1,1
PB,curral de cima,199.0,1,1
SC,santa rosa do sul,199.0,1,1
MA,alto alegre do pindare,199.0,1,1
PR,tunas do parana,198.9,2,2
PB,fagundes,198.9,1,1
MG,capetinga,198.9,2,2
RN,francisco dantas,198.9,1,1
PA,sao sebastiao da boa vista,198.9,2,2
SP,zacarias,198.8,2,2
SP,irapua,198.8,4,5
SP,mira estrela,198.0,1,1
TO,arraias,197.9,2,2
CE,ibiapina,197.89,3,3
MS,itapora,197.88,3,3
MS,aquidauana,197.7,4,4
RS,novo barreiro,197.59,2,2
SE,general maynard,197.5,1,1
BA,santana,197.3,3,3
BA,serra dourada,197.14,2,2
PR,flor da serra do sul,197.1,2,2
GO,diorama,196.87,2,2
RS,salto do jacui,196.36,4,5
MG,conceicao do formoso,195.99,1,1
BA,urucuca,195.9,2,2
MG,cachoeira do brumado,195.9,1,1
MG,piumhi,195.73,3,4
GO,padre bernardo,195.7,4,4
PR,itaipulandia,195.17,6,6
AC,manoel urbano,194.99,1,1
PI,campo alegre do fidalgo,194.98,1,2
PR,ipora,194.89,2,2
TO,couto de magalhaes,194.89,2,2
SC,turvo,194.89,4,4
BA,presidente dutra,194.8,3,3
PR,sao joao do ivai,193.9,2,2
SP,lourdes,193.7,2,2
MA,mata roma,193.0,2,2
SP,floreal,192.89,2,2
BA,jaguaquara,192.4,2,2
RS,ajuricaba,191.9,2,2
BA,planaltino,191.8,1,2
MG,diogo de vasconcelos,191.62,2,3
MG,divisa alegre,190.99,2,2
MG,santana do deserto,190.9,1,1
MG,moema,189.99,1,1
SP,botelho,189.98,1,1
SC,sao bernardino,189.9,1,1
MG,ressaquinha,189.9,1,1
MS,vicentina,189.9,1,1
MG,berizal,189.9,1,1
CE,iraucuba,189.89,2,2
MT,curvelandia,189.0,1,2
CE,tururu,189.0,1,1
RS,santo antonio do planalto,189.0,1,1
PA,curralinho,188.76,1,4
CE,erere,188.0,1,1
PR,wenceslau braz,188.0,2,3
PA,ipixuna do para,188.0,2,2
MG,bugre,187.9,1,1
PR,paraiso do norte,187.82,3,3
RS,ararica,187.0,2,2
MG,montezuma,186.89,2,2
SP,alvares florence,185.76,2,3
MT,jaciara,185.7,3,3
BA,abare,185.19,2,2
TO,goianorte,184.99,2,2
SP,herculandia,184.89,3,3
MG,santa rita do ibitipoca,184.7,2,2
RS,cerro grande do sul,184.0,2,2
BA,teofilandia,183.88,3,3
RN,areia branca,183.6,3,3
RS,tuparendi,183.49,2,2
SC,trombudo central,182.89,4,4
PR,cerro azul,182.18,4,4
SC,botuvera,181.9,2,2
RS,ilopolis,181.8,3,3
GO,hidrolina,181.47,2,2
SC,santa rosa de lima,180.15,3,3
PB,sao jose dos cordeiros,180.0,1,1
MG,arantina,180.0,1,1
SP,avai,179.99,1,1
PA,santa barbara do para,179.96,1,1
GO,campinacu,179.9,1,1
SE,japoata,179.9,1,1
BA,saubara,179.9,1,1
SP,aparecida de monte alto,179.9,1,1
AL,porto de pedras,179.9,1,1
SP,alambari,179.88,3,3
PI,redencao do gurgueia,179.8,1,2
BA,xique-xique,179.79,3,3
SP,engenheiro balduino,179.6,1,2
MG,senador amaral,179.46,2,3
BA,cipo,179.0,1,1
RS,mato leitao,179.0,2,3
PR,palmital,179.0,1,1
CE,fortim,179.0,1,1
MA,pocao de pedras,179.0,1,1
RS,salvador do sul,179.0,1,1
SC,campo alegre,178.9,2,3
SE,umbauba,178.9,3,3
MG,fruta de leite,178.9,2,2
MA,sambaiba,178.9,1,1
PA,oeiras do para,178.65,2,2
SP,santa rita d'oeste,178.57,3,3
PR,paranacity,178.15,3,3
MG,sao goncalo do abaete,177.99,2,2
RS,roca sales,177.9,2,2
RN,martins,177.89,2,2
BA,conceicao do jacuipe,177.89,3,3
RS,sarandi,177.39,5,5
RS,tavares,176.99,1,1
MG,guape,176.96,1,1
SC,rio das antas,176.8,2,2
GO,corumbaiba,176.8,4,4
SC,xavantina,176.02,2,2
RS,nonoai,175.9,2,2
MA,bom jesus das selvas,175.9,2,3
MG,tiros,175.89,3,3
GO,campo alegre de goias,175.89,2,2
MG,chacara,175.7,2,2
BA,sao jose da vitoria,175.65,2,2
CE,frecheirinha,175.09,2,2
BA,palmeiras,174.95,2,2
MT,nortelandia,174.9,1,1
ES,celina,174.9,2,2
BA,canudos,174.9,1,1
MA,carutapera,174.9,2,2
MG,sao joao da mata,174.78,2,3
SC,quilombo,174.78,4,4
BA,belo campo,174.47,3,3
RN,poco de pedra,174.0,1,1
SE,macambira,173.9,1,1
CE,sao luis do curu,173.9,2,2
RS,ipe,173.9,2,2
SP,estrela do norte,173.79,3,3
MG,sao miguel do anta,173.59,1,2
MG,pocrane,172.99,3,3
MG,bueno brandao,172.02,4,4
BA,irara,171.89,2,2
MG,ladainha,171.14,2,2
MG,claraval,171.0,1,1
SP,santa barbara d oeste,170.92,4,4
MG,sao francisco do humaita,170.8,1,1
RS,tres arroios,170.27,3,3
PI,isaias coelho,170.0,1,1
RN,lagoa d'anta,170.0,1,1
MG,pequi,169.99,1,1
RN,ipueira,169.99,1,1
MG,desembargador otoni,169.99,1,1
BA,apuarema,169.99,1,1
RJ,ibitioca,169.99,1,1
MG,serra bonita,169.99,1,1
CE,deputado irapuan pinheiro,169.98,2,2
RS,miraguai,169.97,1,1
BA,sao miguel das matas,169.94,1,1
MG,felicio dos santos,169.9,1,1
MG,ipuiuna,169.9,1,1
SC,arroio trinta,169.9,1,1
BA,pindobacu,169.9,3,3
PE,correntes,169.9,1,1
BA,america dourada,169.9,1,1
GO,carmo do rio verde,169.89,2,2
MG,sao roque de minas,169.89,2,2
SP,emilianopolis,169.85,2,2
AM,urucurituba,169.8,2,2
MG,cachoeira da prata,169.8,2,3
MG,azurita,169.7,3,3
SP,rinopolis,169.69,3,3
MG,sao goncalo do rio das pedras,169.0,1,1
BA,itaparica,168.49,1,1
SP,sao joao de iracema,168.38,3,3
MT,nova olimpia,168.0,2,2
BA,brotas de macaubas,168.0,1,1
PR,alto alegre,167.99,2,2
PR,abatia,167.89,3,3
RS,david canabarro,167.88,2,3
BA,teolandia,167.8,4,4
MT,cotriguacu,167.66,2,2
BA,aramari,167.4,2,2
RJ,purilandia,166.99,1,1
RJ,sao joao do paraiso,166.99,1,1
ES,piacu,166.99,1,1
MA,parnarama,166.99,1,1
MG,luz,166.9,2,2
PR,ventania,166.77,3,3
SP,porangaba,166.39,2,2
BA,sao domingos,165.31,3,3
MG,acaiaca,164.9,2,2
PE,cha grande,164.89,1,1
GO,alvorada do norte,164.88,3,3
MG,ataleia,164.8,2,2
BA,ibiassuce,164.5,2,2
PR,lindoeste,164.3,2,2
CE,saboeiro,163.99,1,1
SE,boquim,163.9,1,1
RS,agua santa,163.9,2,2
GO,matrincha,163.29,2,2
SP,euclides da cunha paulista,163.25,2,2
SP,poloni,163.12,3,3
SC,jaguaruna,162.9,2,2
TO,alianca do tocantins,162.79,2,3
RS,macambara,162.74,2,2
MG,ibertioga,162.5,1,1
PI,luzilandia,161.8,3,3
MG,nazareno,161.8,2,2
PE,panelas,161.79,2,2
MG,rio preto,161.68,4,4
AL,lagoa da canoa,160.99,1,1
BA,ichu,160.98,2,2
PR,jaboti,160.7,2,2
PR,santa amelia,160.0,1,1
ES,santo antonio do canaa,160.0,1,1
PE,santa filomena,160.0,1,1
CE,itapage,159.99,1,1
GO,sao joao da parauna,159.99,1,1
PB,pedras de fogo,159.99,2,2
SE,itaporanga d'ajuda,159.99,1,1
RN,jose da penha,159.99,1,1
PI,baixa grande do ribeiro,159.99,1,1
SC,romelandia,159.99,1,1
ES,pancas,159.94,1,1
PB,areial,159.9,1,1
PR,rio verde,159.9,1,1
GO,mimoso de goias,159.9,1,1
PR,marilandia do sul,159.9,1,1
AL,monteiropolis,159.9,1,1
RN,governador dix-sept rosado,159.9,1,1
MG,santa fe de minas,159.9,1,1
PB,triunfo,159.9,1,1
RN,alexandria,159.8,2,2
BA,muritiba,159.49,1,1
GO,jesupolis,159.33,2,2
RS,capivari do sul,159.0,1,1
MG,santo antonio dos campos,159.0,1,1
GO,cavalcante,158.99,2,2
PR,roncador,158.98,2,2
PR,espigao alto do iguacu,158.9,2,2
SP,marinopolis,158.88,2,2
GO,sao patricio,158.7,1,1
PR,pranchita,158.67,1,1
BA,abaira,157.99,2,2
SP,sao sebastiao da serra,157.9,1,1
RS,jaguari,157.89,3,3
ES,aguia branca,157.89,2,2
RS,fazenda vilanova,157.8,2,2
SE,itabaianinha,157.8,2,3
RS,capao da porteira,157.0,2,2
BA,nova canaa,156.9,2,2
GO,aragarcas,156.88,3,3
RN,guamare,156.8,2,2
SP,nova campina,156.5,2,2
RS,lagoao,156.45,1,1
PI,campo grande do piaui,155.99,1,1
RS,bossoroca,155.99,1,1
RS,sao vendelino,155.98,2,2
AL,barra de sao miguel,155.98,2,2
CE,massape,155.9,2,2
RS,campina das missoes,155.8,2,2
PR,salgado filho,155.7,3,4
PI,conceicao do caninde,155.44,1,1
SC,picarras,155.0,1,1
PA,novo repartimento,155.0,2,2
PR,mariopolis,154.99,1,1
BA,itabatan,154.98,2,2
PR,sapopema,154.98,2,2
SP,aguas de santa barbara,154.9,3,3
BA,iramaia,154.9,2,2
MA,mirinzal,154.87,3,4
MG,sao joao do manhuacu,154.8,2,2
MG,porto firme,153.61,2,2
GO,nova crixas,153.4,1,1
BA,maragogipe,152.8,2,2
MG,capim branco,152.78,2,2
PI,sao lourenco do piaui,152.49,1,1
CE,groairas,152.15,1,1
PI,novo oriente do piaui,152.01,2,2
GO,agua fria de goias,152.0,1,1
MA,buriti,151.79,1,3
PR,eneas marques,151.68,4,5
MG,carlos chagas,150.79,3,3
CE,chaval,150.0,1,1
PI,pio ix,149.99,1,1
MG,urucuia,149.99,1,1
SP,tecainda,149.99,1,1
MA,jatoba,149.99,1,1
PB,aroeiras,149.99,1,1
BA,jaua,149.9,1,1
PI,sao jose do piaui,149.9,1,1
PB,remigio,149.9,1,1
PB,santa cecilia,149.9,1,1
MG,guiricema,149.9,1,1
MG,rio espera,149.9,1,1
RO,cabixi,149.9,1,1
RN,sitio novo,149.9,1,1
GO,cocalzinho de goias,149.9,1,1
PI,alegrete do piaui,149.9,1,1
MG,mendonca,149.9,1,1
RN,sao jose do serido,149.9,1,1
BA,presidente janio quadros,149.9,1,1
RS,ivora,149.9,1,1
CE,guassusse,149.9,1,1
MG,perpetuo socorro,149.89,2,2
PR,luiziana,149.85,2,2
CE,pacoti,149.8,2,2
MT,nova canaa do norte,149.78,3,4
SC,belmonte,149.7,1,3
PR,quatro pontes,149.0,1,1
MG,simao pereira,149.0,1,1
MG,piracema,149.0,1,1
RJ,bom jesus do querendo,149.0,1,1
MG,dom joaquim,149.0,1,1
MT,santo antonio do leste,149.0,1,1
BA,heliopolis,149.0,1,1
MG,ribeiro junqueira,149.0,1,1
RS,ibarama,149.0,1,1
MG,urucania,149.0,1,1
SC,sao domingos,148.99,2,2
GO,cachoeira dourada,148.9,2,2
PA,mae do rio,148.89,2,2
RN,ielmo marinho,148.7,2,2
MG,sao jose do divino,148.0,1,1
SC,witmarsum,147.79,3,3
AL,taquarana,146.99,1,1
MG,paiva,146.2,2,2
SP,caiua,146.0,2,2
MG,ritapolis,145.69,3,4
RS,esmeralda,145.0,1,1
RS,vespasiano correa,144.99,1,1
BA,candeal,144.99,1,1
PE,macaparana,144.88,2,2
GO,aruana,144.8,2,2
RS,putinga,144.8,2,2
