hierarchy_type,level_1,level_2,level_3,level_4
Region,SP,jacare,,
Region,SP,murutinga do sul,,
Region,SP,ibira,,
Region,PB,bayeux,,
Region,MG,alvinopolis,,
Region,GO,mozarlandia,,
Region,MG,novo cruzeiro,,
Region,MG,guaranesia,,
Region,RS,candiota,,
Region,MG,sao goncalo do rio abaixo,,
Region,GO,santa rita do araguaia,,
Region,BA,canavieiras,,
Region,TO,sandolandia,,
Region,BA,barra do choca,,
Region,PR,cidade gaucha,,
Region,RS,tapes,,
Region,BA,arataca,,
Region,SC,alfredo wagner,,
Region,SP,igarapava,,
Region,PI,regeneracao,,
Region,ES,itarana,,
Region,CE,sao benedito,,
Region,GO,campos belos,,
Region,RS,julio de castilhos,,
Region,SP,echapora,,
Region,BA,ipiau,,
Region,PR,mallet,,
Region,SP,jacupiranga,,
Region,SC,laurentino,,
Region,MT,campo verde,,
Region,PR,mambore,,
Region,MG,datas,,
Region,RN,santana do serido,,
Region,BA,arraial d'ajuda,,
Region,MA,icatu,,
Region,MA,alto parnaiba,,
Region,MG,tarumirim,,
Region,RJ,trajano de moraes,,
Region,RS,tres coroas,,
Region,RS,portao,,
Region,SP,piquete,,
Region,SP,paraiso,,
Region,PE,aguas belas,,
Region,MG,jaboticatubas,,
Region,SP,guaicara,,
Region,BA,cansancao,,
Region,PR,salto do lontra,,
Region,MA,paco do lumiar,,
Region,MG,lima duarte,,
Region,SP,igarata,,
Region,MG,sao pedro dos ferros,,
Region,SP,santa branca,,
Region,PE,moreno,,
Region,PR,morretes,,
Region,PI,amarante,,
Region,SP,aracariguama,,
Region,PR,jaguapita,,
Region,GO,guapo,,
Region,SP,avanhandava,,
Region,SC,sao joao do itaperiu,,
Region,MG,carbonita,,
Region,PR,carlopolis,,
Region,MT,chapada dos guimaraes,,
Region,GO,planaltina,,
Region,BA,trancoso,,
Region,MG,arinos,,
Region,MS,amambai,,
Region,MT,alto taquari,,
Region,MG,matozinhos,,
Region,SC,ilhota,,
Region,CE,varjota,,
Region,BA,tucano,,
Region,BA,sao felipe,,
Region,PE,lagoa do carro,,
Region,RS,getulio vargas,,
Region,MG,santa rita de caldas,,
Region,ES,mimoso do sul,,
Region,MG,dores do indaia,,
Region,MG,pedralva,,
Region,GO,sao joao d'alianca,,
Region,PR,nova londrina,,
Region,PA,santa isabel do para,,
Region,PR,imbituva,,
Region,ES,barra de sao francisco,,
Region,RJ,santa isabel do rio preto,,
Region,MG,resplendor,,
Region,MG,virgem da lapa,,
Region,PR,porecatu,,
Region,MG,sao goncalo do para,,
Region,BA,itajuipe,,
Region,PR,corbelia,,
Region,RJ,vila muriqui,,
Region,TO,tocantinopolis,,
Region,SC,seara,,
Region,CE,solonopole,,
Region,PR,floresta,,
Region,SP,cafelandia,,
Region,RS,barros cassal,,
Region,SP,cananeia,,
Region,MG,bicas,,
Region,SP,ribeirao bonito,,
Region,ES,joao neiva,,
Region,SP,sabino,,
Region,SP,cabreuva,,
Region,MT,colniza,,
Region,GO,piranhas,,
Region,BA,boninal,,
Region,SP,bananal,,
Region,SP,dumont,,
Region,RS,cerro largo,,
Region,MS,alcinopolis,,
Region,SC,vargem bonita,,
Region,SP,bilac,,
Region,MA,sao mateus do maranhao,,
Region,SP,juquia,,
Region,GO,santa cruz de goias,,
Region,MA,arari,,
Region,MA,maioba,,
Region,BA,urandi,,
Region,SP,taguai,,
Region,MA,sao bernardo,,
Region,RO,espigao do oeste,,
Region,PR,santa cruz de monte castelo,,
Region,GO,cidade ocidental,,
Region,BA,ubaira,,
Region,PR,peabiru,,
Region,RS,estacao,,
Region,BA,maracas,,
Region,TO,lagoa da confusao,,
Region,ES,bom jesus do norte,,
Region,RS,pejucara,,
Region,MA,matoes do norte,,
Region,PR,marmeleiro,,
Region,RJ,carapebus,,
Region,CE,guaiuba,,
Region,MG,conceicao do para,,
Region,RS,pedro osorio,,
Region,BA,morro de sao paulo,,
Region,BA,andorinha,,
Region,SC,catanduvas,,
Region,MG,divisa nova,,
Region,MA,cantanhede,,
Region,SC,guabiruba,,
Region,MA,ze doca,,
Region,RS,rio pardo,,
Region,SP,santa albertina,,
Region,PR,terra boa,,
Region,MG,jaiba,,
Region,TO,araguatins,,
Region,MG,tocantins,,
Region,MG,rio paranaiba,,
Region,SC,abelardo luz,,
Region,PB,cuite,,
Region,BA,abrantes,,
Region,PE,tracunhaem,,
Region,RS,cacequi,,
Region,SC,rio do campo,,
Region,SP,taquarivai,,
Region,SC,sao ludgero,,
Region,MG,brasilia de minas,,
Region,RO,alta floresta d'oeste,,
Region,SC,papanduva,,
Region,SP,catigua,,
Region,MS,mundo novo,,
Region,SC,palmitos,,
Region,PE,pesqueira,,
Region,RN,itau,,
Region,MG,muzambinho,,
Region,MG,caetanopolis,,
Region,CE,jaguaribe,,
Region,BA,ruy barbosa,,
Region,PA,garrafao do norte,,
Region,MG,piedade de caratinga,,
Region,GO,anicuns,,
Region,RO,jaru,,
Region,BA,medeiros neto,,
Region,MG,campina verde,,
Region,MG,morada nova de minas,,
Region,MG,marilac,,
Region,RS,cidreira,,
Region,BA,livramento de nossa senhora,,
Region,MG,jequeri,,
Region,BA,coribe,,
Region,PE,belem do sao francisco,,
Region,SC,presidente getulio,,
Region,BA,itirucu,,
Region,MA,grajau,,
Region,PR,guaraci,,
Region,MG,baldim,,
Region,MA,santa helena,,
Region,RJ,sapucaia,,
Region,CE,acopiara,,
Region,MG,lagoa formosa,,
Region,RS,tres cachoeiras,,
Region,SC,cunha pora,,
Region,CE,caninde,,
Region,PR,terra rica,,
Region,MG,frei inocencio,,
Region,MG,carmo de minas,,
Region,SP,cajuru,,
Region,MA,buriticupu,,
Region,MA,esperantinopolis,,
Region,SP,salto grande,,
Region,SP,maristela,,
Region,PI,urucui,,
Region,MG,jequitiba,,
Region,TO,miranorte,,
Region,PR,itaperucu,,
Region,SP,nova europa,,
Region,BA,madre de deus,,
Region,RN,jucurutu,,
Region,MG,conceicao dos ouros,,
Region,MS,juti,,
Region,PR,manoel ribas,,
Region,SP,sao bento do sapucai,,
Region,SP,nhandeara,,
Region,MA,cururupu,,
Region,PE,iati,,
Region,PR,santa helena,,
Region,RS,morro reuter,,
Region,SC,palmeira,,
Region,MA,viana,,
Region,CE,alto santo,,
Region,CE,barro,,
Region,MS,camapua,,
Region,MG,belo oriente,,
Region,PR,perola d'oeste,,
Region,MG,monte azul,,
Region,BA,itororo,,
Region,RS,nova hartz,,
Region,SE,sao cristovao,,
Region,MG,mario campos,,
Region,BA,ribeira do pombal,,
Region,MA,maracacume,,
Region,BA,miguel calmon,,
Region,MT,jauru,,
Region,GO,firminopolis,,
Region,RN,acu,,
Region,MS,bataguassu,,
Region,MA,joao lisboa,,
Region,MG,nepomuceno,,
Region,PR,ivai,,
Region,GO,jaragua,,
Region,SE,graccho cardoso,,
Region,RS,santo cristo,,
Region,PA,breves,,
Region,MT,porto dos gauchos,,
Region,SC,anitapolis,,
Region,SP,colina,,
Region,GO,bela vista de goias,,
Region,MG,juatuba,,
Region,PE,goiana,,
Region,CE,itaitinga,,
Region,SP,lindoia,,
Region,RJ,avelar,,
Region,SP,lagoinha,,
Region,CE,guaraciaba do norte,,
Region,PE,jupi,,
Region,BA,conceicao da feira,,
Region,MG,perdoes,,
Region,RJ,comendador levy gasparian,,
Region,PR,capanema,,
Region,MG,itambacuri,,
Region,PR,pirai do sul,,
Region,PI,matias olimpio,,
Region,SP,lavrinhas,,
Region,PI,canto do buriti,,
Region,MG,campanha,,
Region,PR,vere,,
Region,MG,rio pardo de minas,,
Region,SC,pouso redondo,,
Region,RO,nova mamore,,
Region,SP,bady bassitt,,
Region,RS,lavras do sul,,
Region,BA,sobradinho,,
Region,SP,fernando prestes,,
Region,SC,petrolandia,,
Region,SP,paulo de faria,,
Region,SC,passo de torres,,
Region,BA,coronel joao sa,,
Region,MG,lagoa dourada,,
Region,CE,senador pompeu,,
Region,PE,custodia,,
Region,RJ,raposo,,
Region,SP,morungaba,,
Region,SP,uchoa,,
Region,CE,marco,,
Region,PR,ubirata,,
Region,SE,capela,,
Region,SP,santa cruz das palmeiras,,
Region,RS,vera cruz,,
Region,PB,sao bento,,
Region,MG,medina,,
Region,PI,sao jose do divino,,
Region,PE,jaqueira,,
Region,MG,santa cruz de minas,,
Region,AL,tanque d'arca,,
Region,RS,anta gorda,,
Region,RS,horizontina,,
Region,PR,nova aurora,,
Region,MG,aguas vermelhas,,
Region,RN,macaiba,,
Region,MG,mateus leme,,
Region,RS,candelaria,,
Region,PE,sirinhaem,,
Region,MT,nova mutum,,
Region,MG,sapucai-mirim,,
Region,RS,sao jeronimo,,
Region,SP,guaranta,,
Region,MA,sao bento,,
Region,AL,belem,,
Region,RJ,ipiabas,,
Region,RS,soledade,,
Region,MG,alfredo vasconcelos,,
Region,PE,timbauba,,
Region,RJ,silva jardim,,
Region,AL,barra de santo antonio,,
Region,PA,hidreletrica tucurui,,
Region,RS,porto xavier,,
Region,MG,padre carvalho,,
Region,AL,rio largo,,
Region,PR,terra roxa,,
Region,PR,paulo frontin,,
Region,SC,campo ere,,
Region,SP,paranapanema,,
Region,MA,paulino neves,,
Region,ES,marechal floriano,,
Region,SE,nossa senhora das dores,,
Region,PB,desterro,,
Region,CE,paraipaba,,
Region,RJ,rio das flores,,
Region,RS,sao valentim,,
Region,RS,irai,,
Region,BA,morro do chapeu,,
Region,MG,ibiai,,
Region,GO,parauna,,
Region,PR,jesuitas,,
Region,SP,rafard,,
Region,GO,castelandia,,
Region,RS,antonio prado,,
Region,RS,barra do ribeiro,,
Region,PI,oeiras,,
Region,MA,itapecuru mirim,,
Region,SP,rifaina,,
Region,BA,rio do pires,,
Region,CE,paracuru,,
Region,BA,uibai,,
Region,MT,nova bandeirantes,,
Region,RS,sao jose do norte,,
Region,BA,capim grosso,,
Region,SP,apiai,,
Region,PE,surubim,,
Region,GO,orizona,,
Region,PR,teixeira soares,,
Region,RS,sao sepe,,
Region,MG,jeceaba,,
Region,MG,campos gerais,,
Region,SP,cristais paulista,,
Region,RS,pinheiro machado,,
Region,RS,roque gonzales,,
Region,SP,orindiuva,,
Region,SP,guaracai,,
Region,RJ,sao sebastiao do paraiba,,
Region,MT,pedra preta,,
Region,RS,catuipe,,
Region,RS,campo novo,,
Region,SP,sales oliveira,,
Region,PI,piripiri,,
Region,MG,rio novo,,
Region,BA,iguai,,
Region,PI,sao miguel do tapuio,,
Region,RS,cristal,,
Region,MG,francisco sa,,
Region,PR,pitanga,,
Region,ES,rio novo do sul,,
Region,SP,ariranha,,
Region,BA,posto da mata,,
Region,BA,cacule,,
Region,GO,vianopolis,,
Region,BA,tanhacu,,
Region,MS,sao gabriel do oeste,,
Region,MG,canapolis,,
Region,PR,iguaracu,,
Region,SP,eldorado,,
Region,PA,curuca,,
Region,PE,ilha de itamaraca,,
Region,BA,euclides da cunha,,
Region,MG,guimarania,,
Region,MA,fortuna,,
Region,RN,santa cruz,,
Region,RS,sao francisco de paula,,
Region,CE,horizonte,,
Region,AL,mar vermelho,,
Region,PR,campina da lagoa,,
Region,BA,uaua,,
Region,MT,araputanga,,
Region,BA,ubaitaba,,
Region,PE,gloria do goita,,
Region,PR,ivaipora,,
Region,BA,santa cruz cabralia,,
Region,PE,arcoverde,,
Region,PR,bela vista do paraiso,,
Region,MG,lajinha,,
Region,MG,rio acima,,
Region,MG,rio piracicaba,,
Region,PE,limoeiro,,
Region,SP,analandia,,
Region,PR,xambre,,
Region,MG,tiradentes,,
Region,TO,colinas do tocantins,,
Region,SC,ipora do oeste,,
Region,ES,conceicao do castelo,,
Region,MG,ibiraci,,
Region,MT,denise,,
Region,SP,valparaiso,,
Region,MG,pote,,
Region,MG,santo antonio do jacinto,,
Region,RJ,tangua,,
Region,BA,milagres,,
Region,MG,guarara,,
Region,MA,urbano santos,,
Region,SC,sao carlos,,
Region,RJ,cardoso moreira,,
Region,BA,jiquirica,,
Region,SC,vargeao,,
Region,SP,palestina,,
Region,MG,sao tiago,,
Region,RS,jaquirana,,
Region,PR,lobato,,
Region,PE,jatoba,,
Region,PR,barbosa ferraz,,
Region,PA,capanema,,
Region,CE,aracoiaba,,
Region,MG,cachoeira de minas,,
Region,SC,maravilha,,
Region,SP,presidente bernardes,,
Region,BA,potiragua,,
Region,BA,ipupiara,,
Region,PR,altonia,,
Region,SP,general salgado,,
Region,PR,florestopolis,,
Region,PR,ribeirao claro,,
Region,MG,matipo,,
Region,GO,nova aurora,,
Region,MG,caldas,,
Region,RJ,sao sebastiao do alto,,
Region,BA,una,,
Region,PR,senges,,
Region,SC,sao jose do cedro,,
Region,PE,barra de guabiraba,,
Region,MG,pirapetinga,,
Region,ES,muqui,,
Region,SE,barra dos coqueiros,,
Region,BA,piritiba,,
Region,SE,propria,,
Region,RJ,quatis,,
Region,MG,teixeiras,,
Region,PA,carajas,,
Region,RS,tenente portela,,
Region,MA,pindare mirim,,
Region,MG,carai,,
Region,PA,breu branco,,
Region,MG,pedrinopolis,,
Region,PE,feira nova,,
Region,MA,pio xii,,
Region,CE,penaforte,,
Region,SP,guaraci,,
Region,SP,itapirapua paulista,,
Region,BA,cachoeira,,
Region,BA,itarantim,,
Region,MG,alto caparao,,
Region,RJ,sao jose de uba,,
Region,AL,colonia leopoldina,,
Region,CE,carius,,
Region,PE,bom jardim,,
Region,PE,amaraji,,
Region,PB,paulista,,
Region,PR,paula freitas,,
Region,MG,sao joao do manteninha,,
Region,GO,edeia,,
Region,SP,itobi,,
Region,RN,santo antonio,,
Region,SC,rio fortuna,,
Region,GO,alexania,,
Region,MS,bela vista,,
Region,SP,severinia,,
Region,SP,terra roxa,,
Region,RO,rolim de moura,,
Region,BA,utinga,,
Region,RN,nova cruz,,
Region,PR,rio bonito do iguacu,,
Region,PR,areia branca dos assis,,
Region,MG,santa maria de itabira,,
Region,MG,sao joao da ponte,,
Region,SP,pedra bela,,
Region,CE,granja,,
Region,RS,nova petropolis,,
Region,GO,itapirapua,,
Region,MG,carmo da mata,,
Region,SP,tupi paulista,,
Region,MG,tumiritinga,,
Region,SP,magda,,
Region,MG,cabo verde,,
Region,SP,cedral,,
Region,CE,trairi,,
Region,MG,congonhal,,
Region,MG,santa maria do suacui,,
Region,PE,floresta,,
Region,RS,entre-ijuis,,
Region,MG,caputira,,
Region,CE,icapui,,
Region,CE,caririacu,,
Region,MG,conquista,,
Region,RS,sananduva,,
Region,SP,ribeirao branco,,
Region,SC,praia grande,,
Region,RS,dom feliciano,,
Region,BA,fatima,,
Region,GO,cachoeira alta,,
Region,GO,rianapolis,,
Region,PA,vila dos cabanos,,
Region,SC,sao martinho,,
Region,CE,boa viagem,,
Region,MA,tutoia,,
Region,MT,dom aquino,,
Region,BA,pintadas,,
Region,RJ,engenheiro paulo de frontin,,
Region,MG,itueta,,
Region,BA,mutuipe,,
Region,CE,baturite,,
Region,SE,poco verde,,
Region,RN,jardim do serido,,
Region,PE,sao jose do egito,,
Region,SP,quadra,,
Region,GO,bonfinopolis,,
Region,SP,areias,,
Region,PR,cruz machado,,
Region,MG,limeira do oeste,,
Region,PB,solanea,,
Region,PB,rio tinto,,
Region,SP,dobrada,,
Region,RO,ouro preto do oeste,,
Region,MG,inhapim,,
Region,RS,palmares do sul,,
Region,SC,corupa,,
Region,ES,apiaca,,
Region,MG,minas novas,,
Region,PR,bituruna,,
Region,AL,pindoba,,
Region,PR,cambira,,
Region,PR,vera cruz do oeste,,
Region,PR,kalore,,
Region,RS,boa vista do cadeado,,
Region,PR,araruna,,
Region,RS,montauri,,
Region,MG,ipiacu,,
Region,MA,carolina,,
Region,BA,arembepe,,
Region,DF,taguatinga,,
Region,CE,aquiraz,,
Region,RS,nova palma,,
Region,PE,serrita,,
Region,MG,cachoeira de pajeu,,
Region,MS,bodoquena,,
Region,SC,dionisio cerqueira,,
Region,PE,sao joao,,
Region,SP,ibirarema,,
Region,MA,pinheiro,,
Region,PR,santa isabel do ivai,,
Region,BA,ibicarai,,
Region,MA,alcantara,,
Region,PR,sao pedro do ivai,,
Region,SC,ponte serrada,,
Region,BA,itabela,,
Region,MG,gameleiras,,
Region,MG,luminarias,,
Region,ES,mantenopolis,,
Region,MG,sao geraldo,,
Region,SP,roseira,,
Region,SC,nova veneza,,
Region,SP,torrinha,,
Region,PI,castelo do piaui,,
Region,SP,pedrinhas paulista,,
Region,MG,maravilhas,,
Region,CE,sao goncalo do amarante,,
Region,MG,mato verde,,
Region,SE,pinhao,,
Region,BA,nazare,,
Region,SE,poco redondo,,
Region,GO,sanclerlandia,,
Region,MT,cocalinho,,
Region,SC,salto veloso,,
Region,MG,cristalia,,
Region,PR,rio branco do sul,,
Region,MT,alto boa vista,,
Region,BA,gandu,,
Region,PE,caraiba,,
Region,BA,baianopolis,,
Region,MG,pedra azul,,
Region,MG,palma,,
Region,MG,martinho campos,,
Region,MG,bandeira do sul,,
Region,MG,irai de minas,,
Region,PI,esperantina,,
Region,RJ,travessao,,
Region,ES,arace,,
Region,MG,presidente olegario,,
Region,PE,santa maria da boa vista,,
Region,PR,alto piquiri,,
Region,PR,astorga,,
Region,ES,dores do rio preto,,
Region,RS,sao jose do ouro,,
Region,PI,bertolinia,,
Region,PE,brejo da madre de deus,,
Region,MT,porto alegre do norte,,
Region,BA,lagoa real,,
Region,AC,senador guiomard,,
Region,BA,jucurucu,,
Region,RS,aurea,,
Region,MG,rodeiro,,
Region,SC,mondai,,
Region,SP,narandiba,,
Region,PI,eliseu martins,,
Region,SP,santa cruz da conceicao,,
Region,MT,terra nova do norte,,
Region,RN,portalegre,,
Region,MG,martins soares,,
Region,PR,japura,,
Region,PA,bom jesus do tocantins,,
Region,SP,joao ramalho,,
Region,PR,capitao leonidas marques,,
Region,BA,paramirim,,
Region,ES,itaipava,,
Region,SP,silveiras,,
Region,RJ,glicerio,,
Region,PA,capitao poco,,
Region,GO,pontalina,,
Region,ES,itaoca,,
Region,BA,rodelas,,
Region,RS,sao paulo das missoes,,
Region,SP,panorama,,
Region,RJ,werneck,,
Region,MG,jacui,,
Region,RO,nova brasilandia d'oeste,,
Region,SC,lontras,,
Region,MG,bom repouso,,
Region,PR,general carneiro,,
Region,PE,nossa senhora do o,,
Region,SP,brauna,,
Region,PE,ipubi,,
Region,PB,barra de santa rosa,,
Region,BA,sao sebastiao do passe,,
Region,RS,mata,,
Region,RO,sao miguel do guapore,,
Region,BA,ibitira,,
Region,SP,embauba,,
Region,PA,itupiranga,,
Region,RN,sao miguel do gostoso,,
Region,PR,nova santa rosa,,
Region,SP,riolandia,,
Region,BA,ituacu,,
Region,SP,clementina,,
Region,RO,machadinho d'oeste,,
Region,BA,candido sales,,
Region,SP,elias fausto,,
Region,RO,seringueiras,,
Region,RS,erval grande,,
Region,MA,capinzal do norte,,
Region,PE,itambe,,
Region,RS,santo antonio das missoes,,
Region,MT,guaranta do norte,,
Region,MG,perdigao,,
Region,SC,balneario barra do sul,,
Region,SC,balneario rincao,,
Region,MG,piedade dos gerais,,
Region,PA,cameta,,
Region,CE,jardim,,
Region,MG,dom silverio,,
Region,MG,chapada gaucha,,
Region,PR,diamante do norte,,
Region,BA,iraquara,,
Region,PR,carambei,,
Region,CE,amanari,,
Region,SC,governador celso ramos,,
Region,PR,alto parana,,
Region,SP,tabatinga,,
Region,MG,confins,,
Region,CE,ipaporanga,,
Region,PB,pitimbu,,
Region,MG,sao felix de minas,,
Region,SP,santa lucia,,
Region,MG,sao romao,,
Region,GO,agua limpa,,
Region,MG,tombos,,
Region,PR,florai,,
Region,RS,nova bassano,,
Region,MG,capitolio,,
Region,MT,diamantino,,
Region,BA,rio real,,
Region,PR,guaraniacu,,
Region,GO,campos verdes,,
Region,AP,oiapoque,,
Region,GO,vicentinopolis,,
Region,MG,munhoz,,
Region,MT,reserva do cabacal,,
Region,PR,rio azul,,
Region,MG,iapu,,
Region,SC,ibiam,,
Region,PR,ceu azul,,
Region,RJ,rio claro,,
Region,MS,nova alvorada do sul,,
Region,MG,juruaia,,
Region,MG,virgolandia,,
Region,SP,irape,,
Region,AL,anadia,,
Region,SC,balneario arroio do silva,,
Region,CE,ipu,,
Region,BA,bonito,,
Region,MG,manga,,
Region,RS,tupancireta,,
Region,AL,mata grande,,
Region,MT,juara,,
Region,MG,cruzilia,,
Region,RN,apodi,,
Region,SP,sud mennucci,,
Region,SP,colombia,,
Region,GO,joviania,,
Region,MG,santo antonio do amparo,,
Region,MA,cidelandia,,
Region,RS,tucunduva,,
Region,PE,passira,,
Region,MG,chapada do norte,,
Region,SP,adolfo,,
Region,MG,campos altos,,
Region,ES,itapemirim,,
Region,MG,mendes pimentel,,
Region,MS,ladario,,
Region,BA,amelia rodrigues,,
Region,SP,valentim gentil,,
Region,RS,cambara do sul,,
Region,BA,serrolandia,,
Region,SC,aurora,,
Region,BA,caldas do jorro,,
Region,TO,bandeirantes do tocantins,,
Region,GO,indiara,,
Region,BA,antonio cardoso,,
Region,BA,remanso,,
Region,CE,altaneira,,
Region,MG,pingo-d'agua,,
Region,PE,inaja,,
Region,PR,centenario do sul,,
Region,PR,quitandinha,,
Region,SP,pindorama,,
Region,AL,paulo jacinto,,
Region,GO,sao simao,,
Region,BA,itambe,,
Region,TO,conceicao do tocantins,,
Region,CE,aurora,,
Region,MG,santa rita de minas,,
Region,MG,francisco badaro,,
Region,PE,canhotinho,,
Region,ES,agua doce do norte,,
Region,PR,santa tereza do oeste,,
Region,MG,guidoval,,
Region,SC,rio do oeste,,
Region,PI,pedro ii,,
Region,RJ,santanesia,,
Region,MG,itau de minas,,
Region,RN,acari,,
Region,PE,altinho,,
Region,PR,japira,,
Region,ES,pedro canario,,
Region,MG,itinga,,
Region,RS,maximiliano de almeida,,
Region,MG,madre de deus de minas,,
Region,MG,santa margarida,,
Region,PE,camocim de sao felix,,
Region,MG,piedade do rio grande,,
Region,PR,maripa,,
Region,MA,barreirinhas,,
Region,PR,reboucas,,
Region,AL,junqueiro,,
Region,PR,candido de abreu,,
Region,BA,ponto novo,,
Region,RO,alvorada d'oeste,,
Region,MG,sao joao batista do gloria,,
Region,CE,chorozinho,,
Region,MG,iguatama,,
Region,MG,abadia dos dourados,,
Region,SP,alvaro de carvalho,,
Region,MG,taquaracu de minas,,
Region,SP,ribeirao do sul,,
Region,PE,afranio,,
Region,RS,caibate,,
Region,MT,peixoto de azevedo,,
Region,BA,morpara,,
Region,MG,goncalves,,
Region,SP,indiapora,,
Region,SP,sales,,
Region,BA,caravelas,,
Region,PR,tapejara,,
Region,TO,taguatinga,,
Region,SC,tangara,,
Region,BA,caldeirao grande,,
Region,RS,jari,,
Region,RS,redentora,,
Region,SP,florida paulista,,
Region,PR,planalto,,
Region,SP,quintana,,
Region,CE,sucesso,,
Region,PA,rio maria,,
Region,GO,caiaponia,,
Region,PR,sao jorge do ivai,,
Region,MG,montalvania,,
Region,RS,capela de santana,,
Region,SP,itapura,,
Region,MG,serra dos aimores,,
Region,SP,tres fronteiras,,
Region,BA,ibipitanga,,
Region,AL,paripueira,,
Region,MA,bequimao,,
Region,AL,marechal deodoro,,
Region,RS,boa vista das missoes,,
Region,TO,natividade,,
Region,RJ,governador portela,,
Region,CE,arneiroz,,
Region,MG,sao joao do paraiso,,
Region,SP,taciba,,
Region,BA,carinhanha,,
Region,PR,tomazina,,
Region,CE,forquilha,,
Region,ES,sao roque do canaa,,
Region,PA,augusto correa,,
Region,SC,massaranduba,,
Region,MG,bandeira,,
Region,SP,moncoes,,
Region,MA,governador eugenio barros,,
Region,MG,serrania,,
Region,PR,moreira sales,,
Region,SP,arandu,,
Region,GO,ouvidor,,
Region,MG,serra azul de minas,,
Region,CE,aratuba,,
Region,SP,indiana,,
Region,PA,dom eliseu,,
Region,SP,pongai,,
Region,SP,timburi,,
Region,PE,sertania,,
Region,MG,monte verde,,
Region,SC,ascurra,,
Region,PB,imaculada,,
Region,MG,cambuquira,,
Region,BA,iacu,,
Region,RS,santa clara do sul,,
Region,GO,nova veneza,,
Region,CE,pacuja,,
Region,CE,apuiares,,
Region,MG,itacarambi,,
Region,MT,nova lacerda,,
Region,RN,carnaubais,,
Region,MG,prudente de morais,,
Region,RJ,tocos,,
Region,MG,coroaci,,
Region,PR,jundiai do sul,,
Region,MG,sao domingos do prata,,
Region,SP,nipoa,,
Region,SP,jumirim,,
Region,RS,arroio grande,,
Region,SP,tejupa,,
Region,GO,palmeiras de goias,,
Region,SP,macedonia,,
Region,CE,milagres,,
Region,SP,glicerio,,
Region,MA,dom pedro,,
Region,AL,satuba,,
Region,TO,xambioa,,
Region,PR,santa monica,,
Region,SC,guaruja do sul,,
Region,PE,cumaru,,
Region,PR,pien,,
Region,RS,constantina,,
Region,PB,belem,,
Region,CE,monsenhor tabosa,,
Region,BA,tanque novo,,
Region,SP,iacanga,,
Region,SP,jambeiro,,
Region,PI,uniao,,
Region,RS,hulha negra,,
Region,PR,santa terezinha de itaipu,,
Region,MT,arenapolis,,
Region,MG,sao goncalo do rio preto,,
Region,PA,nova ipixuna,,
Region,PR,ribeirao do pinhal,,
Region,MG,jesuania,,
Region,SP,bento de abreu,,
Region,SP,lavinia,,
Region,RN,pendencias,,
Region,RN,goianinha,,
Region,BA,botupora,,
Region,CE,jucas,,
Region,BA,pedrao,,
Region,MG,vieiras,,
Region,RN,montanhas,,
Region,MG,tabuleiro,,
Region,SP,arapei,,
Region,MT,campinapolis,,
Region,BA,barra do mendes,,
Region,RS,sobradinho,,
Region,AL,porto calvo,,
Region,RS,sao jose do hortencio,,
Region,BA,cordeiros,,
Region,MG,campestre,,
Region,MT,juruena,,
Region,MA,sucupira do norte,,
Region,MS,rio negro,,
Region,PR,santa izabel do oeste,,
Region,AL,igaci,,
Region,GO,fazenda nova,,
Region,MG,carmo da cachoeira,,
Region,SP,palmeira d'oeste,,
Region,AP,laranjal do jari,,
Region,PR,joaquim tavora,,
Region,SC,ita,,
Region,MG,rio casca,,
Region,ES,sooretama,,
Region,BA,serra do ramalho,,
Region,MG,sabinopolis,,
Region,MG,dona euzebia,,
Region,PE,ribeirao,,
Region,MG,piranga,,
Region,GO,itapaci,,
Region,ES,iconha,,
Region,MA,bacuri,,
Region,SC,tunapolis,,
Region,TO,sitio novo do tocantins,,
Region,MA,coelho neto,,
Region,BA,monte gordo,,
Region,MG,belo vale,,
Region,MG,conceicao das pedras,,
Region,MA,olho d'agua das cunhas,,
Region,SC,rancho queimado,,
Region,BA,itatim,,
Region,PR,santa mariana,,
Region,SP,sao jose da bela vista,,
Region,MG,soledade de minas,,
Region,MA,sao pedro da agua branca,,
Region,AL,feliz deserto,,
Region,MG,sao tomas de aquino,,
Region,PE,tuparetama,,
Region,SC,monte carlo,,
Region,RS,sertao,,
Region,BA,vereda,,
Region,BA,pocoes,,
Region,PR,mariluz,,
Region,BA,curaca,,
Region,SC,nova itaberaba,,
Region,PR,reserva,,
Region,MG,itanhomi,,
Region,MG,volta grande,,
Region,SP,ouro verde,,
Region,ES,conceicao da barra,,
Region,GO,mundo novo,,
Region,RS,sao martinho,,
Region,PE,lagoa do ouro,,
Region,RS,imigrante,,
Region,MA,estreito,,
Region,SC,saudades,,
Region,SC,urubici,,
Region,MG,maria da fe,,
Region,RN,ceara-mirim,,
Region,SP,inubia paulista,,
Region,PA,brasil novo,,
Region,PA,bonito,,
Region,SC,anchieta,,
Region,MT,claudia,,
Region,SP,oscar bressane,,
Region,PA,viseu,,
Region,MA,centro novo do maranhao,,
Region,PE,pocao,,
Region,MT,ribeiraozinho,,
Region,RN,almino afonso,,
Region,SC,sideropolis,,
Region,MG,florestal,,
Region,BA,ibicoara,,
Region,PR,porto rico,,
Region,MG,pains,,
Region,MT,sao jose do rio claro,,
Region,MG,senador cortes,,
Region,MG,coluna,,
Region,RS,pantano grande,,
